user	hotel
253	26
254	43
255	26
256	26
257	43
258	63
259	17
260	60
261	56
262	10
263	17
264	60
265	26
266	43
267	60
268	3
269	17
270	11
271	26
272	59
273	60
274	37
275	37
276	20
277	56
278	60
279	12
280	39
281	6
282	54
283	60
284	60
285	60
286	43
287	6
288	66
289	14
290	5
291	37
292	39
293	37
294	46
295	39
296	49
297	60
298	66
299	53
300	49
301	15
302	53
303	46
304	56
305	13
306	41
307	39
308	60
309	48
310	17
311	60
312	56
313	56
314	39
315	26
316	26
317	6
318	6
319	47
320	18
321	15
322	23
323	36
324	56
325	56
326	15
327	18
328	60
329	56
330	26
331	13
332	56
333	60
334	18
335	56
336	46
337	17
338	4
339	17
340	47
341	14
342	4
343	55
344	56
345	55
346	60
347	60
348	49
349	17
350	56
351	56
352	49
353	41
354	6
355	63
356	17
357	12
358	26
359	37
360	26
361	56
362	56
363	15
364	60
365	17
366	39
367	26
368	25
369	39
370	13
371	11
372	37
373	43
374	10
375	47
376	62
377	56
378	55
379	49
380	56
381	57
382	39
383	56
384	17
385	14
386	3
387	39
388	60
389	56
390	46
391	47
392	7
393	15
394	26
395	49
396	41
397	55
398	57
399	41
400	39
401	33
402	26
403	49
404	37
405	10
406	17
407	45
408	45
409	60
410	66
411	49
412	17
413	18
414	10
415	60
416	37
417	39
418	66
419	56
420	56
421	63
422	46
423	37
424	60
425	15
426	7
427	61
428	37
429	3
430	41
431	56
432	32
433	60
434	66
435	33
436	61
437	56
438	56
439	17
440	56
441	56
442	3
443	46
444	43
445	56
446	60
447	37
448	43
449	60
450	56
451	56
452	41
453	57
454	38
455	56
456	60
457	60
458	18
459	37
460	37
461	56
462	60
463	17
464	41
465	37
466	6
467	66
468	25
469	3
470	3
471	18
472	55
473	56
474	17
475	10
476	56
477	18
478	17
479	60
480	2
481	41
482	57
483	3
484	60
485	49
486	41
487	39
488	66
489	56
490	6
491	66
492	18
493	56
494	15
495	60
496	37
497	18
498	25
499	37
500	52
501	60
502	56
503	60
504	1
505	56
506	60
507	43
508	55
509	49
510	47
511	56
512	60
513	18
514	17
515	60
516	57
517	57
518	49
519	60
520	37
521	7
522	17
523	52
524	3
525	56
526	17
527	26
528	26
529	60
530	60
531	60
532	60
533	16
534	24
535	3
536	59
537	66
538	60
539	64
540	14
541	2
542	56
543	66
544	48
545	49
546	15
547	37
548	18
549	60
550	66
551	60
552	3
553	63
554	13
555	59
556	56
557	17
558	37
559	52
560	60
561	56
562	13
563	11
564	66
565	45
566	7
567	60
568	7
569	60
570	6
571	52
572	56
573	60
574	28
575	4
576	56
577	39
578	60
579	28
580	66
581	39
582	37
583	60
584	45
585	46
586	63
587	56
588	47
589	37
590	60
591	14
592	45
593	39
594	38
595	15
596	66
597	46
598	18
599	49
600	26
601	19
602	11
603	38
604	37
605	49
606	60
607	25
608	60
609	41
610	66
611	60
612	10
613	56
614	60
615	66
616	49
617	39
618	26
619	6
620	66
621	37
622	17
623	6
624	60
625	36
626	66
627	46
628	41
629	6
630	7
631	60
632	37
633	26
634	60
635	63
636	37
637	60
638	3
639	18
640	56
641	6
642	62
643	18
644	56
645	17
646	4
647	63
648	60
649	66
650	60
651	13
652	52
653	46
654	47
655	56
656	56
657	56
658	37
659	57
660	37
661	16
662	15
663	66
664	24
665	60
666	3
667	34
668	56
669	39
670	11
671	18
672	60
673	39
674	56
675	56
676	56
677	63
678	47
679	6
680	60
681	39
682	46
683	39
684	60
685	18
686	24
687	6
688	38
689	60
690	37
691	56
692	7
693	8
694	49
695	6
696	63
697	40
698	60
699	60
700	15
701	37
702	3
703	39
704	14
705	46
706	66
707	17
708	17
709	39
710	24
711	56
712	3
713	59
714	7
715	18
716	39
717	16
718	66
719	11
720	24
721	10
722	12
723	11
724	49
725	3
726	47
727	60
728	17
729	56
730	66
731	66
732	14
733	37
734	37
735	56
736	7
737	56
738	4
739	37
740	56
741	60
742	37
743	53
744	28
745	3
746	59
747	66
748	56
749	55
750	37
751	17
752	53
753	41
754	53
755	63
756	57
757	43
758	39
759	61
760	60
761	56
762	39
763	39
764	59
765	6
766	17
767	56
768	39
769	60
770	17
771	49
772	12
773	37
774	59
775	37
776	60
777	39
778	56
779	47
780	58
781	66
782	60
783	37
784	1
785	26
786	49
787	41
788	17
789	37
790	17
791	26
792	60
793	14
794	60
795	3
796	60
797	41
798	43
799	55
800	26
801	57
802	56
803	37
804	60
805	52
806	56
807	46
808	56
809	20
810	26
811	49
812	60
813	56
814	56
815	60
816	60
817	56
818	55
819	60
820	66
821	60
822	3
823	41
824	56
825	17
826	56
827	37
828	57
829	7
830	26
831	66
832	3
833	9
834	15
835	13
836	6
837	64
838	47
839	56
840	63
841	60
842	41
843	49
844	6
845	56
846	27
847	18
848	60
849	56
850	60
851	60
852	56
853	53
854	56
855	56
856	56
857	56
858	3
859	56
860	55
861	49
862	47
863	56
864	46
865	4
866	39
867	49
868	56
869	6
870	38
871	6
872	56
873	56
874	16
875	26
876	17
877	28
878	60
879	46
880	53
881	18
882	45
883	60
884	37
885	56
886	3
887	56
888	37
889	41
890	41
891	4
892	49
893	10
894	60
895	56
896	17
897	24
898	60
899	24
900	66
901	32
902	6
903	52
904	56
905	60
906	55
907	49
908	39
909	37
910	2
911	39
912	41
913	39
914	49
915	22
916	26
917	37
918	60
919	49
920	63
921	26
922	49
923	17
924	15
925	49
926	3
927	60
928	24
929	56
930	13
931	18
932	14
933	37
934	60
935	3
936	17
937	37
938	37
939	2
940	37
941	52
942	46
943	7
944	47
945	59
946	52
947	55
948	60
949	39
950	39
951	61
952	37
953	60
954	7
955	37
956	60
957	45
958	43
959	63
960	49
961	37
962	3
963	37
964	17
965	17
966	24
967	52
968	60
969	56
970	3
971	55
972	63
973	56
974	17
975	60
976	17
977	17
978	14
979	63
980	66
981	2
982	37
983	39
984	66
985	2
986	37
987	37
988	56
989	66
990	30
991	26
992	17
993	37
994	60
995	60
996	60
997	60
998	60
999	15
1000	15
1001	37
1002	17
1003	3
1004	17
1005	60
1006	17
1007	39
1008	66
1009	6
1010	60
1011	26
1012	11
1013	60
1014	4
1015	14
1016	60
1017	62
1018	56
1019	45
1020	10
1021	60
1022	3
1023	56
1024	37
1025	56
1026	39
1027	49
1028	60
1029	6
1030	60
1031	39
1032	56
1033	49
1034	40
1035	26
1036	60
1037	60
1038	66
1039	6
1040	26
1041	45
1042	7
1043	66
1044	60
1045	60
1046	17
1047	17
1048	60
1049	17
1050	6
1051	61
1052	56
1053	63
1054	26
1055	37
1056	37
1057	56
1058	6
1059	11
1060	7
1061	37
1062	14
1063	18
1064	37
1065	60
1066	56
1067	60
1068	60
1069	56
1070	6
1071	61
1072	37
1073	17
1074	18
1075	54
1076	60
1077	60
1078	18
1079	6
1080	52
1081	17
1082	56
1083	46
1084	26
1085	17
1086	16
1087	60
1088	47
1089	6
1090	56
1091	63
1092	39
1093	49
1094	43
1095	60
1096	49
1097	37
1098	39
1099	10
1100	55
1101	49
1102	17
1103	17
1104	6
1105	56
1106	15
1107	56
1108	37
1109	46
1110	28
1111	66
1112	6
1113	37
1114	38
1115	7
1116	56
1117	37
1118	53
1119	60
1120	45
1121	49
1122	24
1123	3
1124	17
1125	49
1126	46
1127	56
1128	17
1129	37
1130	53
1131	63
1132	60
1133	12
1134	18
1135	53
1136	43
1137	60
1138	26
1139	11
1140	48
1141	13
1142	60
1143	49
1144	63
1145	62
1146	60
1147	66
1148	1
1149	49
1150	56
1151	41
1152	43
1153	56
1154	59
1155	13
1156	17
1157	60
1158	14
1159	26
1160	17
1161	63
1162	37
1163	60
1164	39
1165	18
1166	6
1167	57
1168	49
1169	18
1170	64
1171	7
1172	53
1173	17
1174	13
1175	3
1176	18
1177	63
1178	11
1179	17
1180	15
1181	26
1182	60
1183	2
1184	47
1185	26
1186	56
1187	56
1188	26
1189	7
1190	56
1191	60
1192	39
1193	17
1194	60
1195	59
1196	3
1197	60
1198	59
1199	37
1200	64
1201	52
1202	56
1203	17
1204	26
1205	49
1206	56
1207	57
1208	61
1209	7
1210	39
1211	18
1212	49
1213	56
1214	60
1215	60
1216	66
1217	34
1218	60
1219	32
1220	60
1221	37
1222	41
1223	63
1224	55
1225	11
1226	3
1227	60
1228	61
1229	13
1230	17
1231	56
1232	46
1233	60
1234	57
1235	37
1236	60
1237	43
1238	56
1239	17
1240	37
1241	52
1242	37
1243	49
1244	26
1245	55
1246	56
1247	3
1248	63
1249	60
1250	17
1251	13
1252	18
1253	39
1254	45
1255	39
1256	37
1257	53
1258	66
1259	3
1260	37
1261	18
1262	60
1263	26
1264	60
1265	40
1266	63
1267	55
1268	13
1269	32
1270	39
1271	37
1272	39
1273	56
1274	37
1275	49
1276	46
1277	14
1278	37
1279	56
1280	60
1281	26
1282	48
1283	26
1284	56
1285	6
1286	11
1287	13
1288	28
1289	60
1290	2
1291	41
1292	37
1293	56
1294	13
1295	39
1296	56
1297	60
1298	43
1299	56
1300	56
1301	49
1302	56
1303	27
1304	55
1305	17
1306	26
1307	56
1308	56
1309	60
1310	6
1311	17
1312	39
1313	63
1314	13
1315	17
1316	17
1317	5
1318	56
1319	18
1320	26
1321	3
1322	17
1323	60
1324	17
1325	56
1326	60
1327	39
1328	59
1329	53
1330	41
1331	52
1332	60
1333	60
1334	60
1335	60
1336	56
1337	37
1338	17
1339	37
1340	24
1341	24
1342	66
1343	39
1344	56
1345	17
1346	45
1347	14
1348	17
1349	59
1350	63
1351	17
1352	52
1353	49
1354	39
1355	10
1356	17
1357	17
1358	56
1359	60
1360	18
1361	47
1362	60
1363	17
1364	45
1365	17
1366	47
1367	26
1368	43
1369	60
1370	66
1371	36
1372	17
1373	63
1374	45
1375	56
1376	17
1377	49
1378	47
1379	6
1380	26
1381	15
1382	55
1383	46
1384	17
1385	46
1386	53
1387	49
1388	28
1389	45
1390	39
1391	56
1392	60
1393	56
1394	11
1395	39
1396	66
1397	14
1398	60
1399	59
1400	51
1401	56
1402	49
1403	60
1404	37
1405	15
1406	34
1407	56
1408	17
1409	3
1410	57
1411	39
1412	52
1413	56
1414	7
1415	37
1416	60
1417	56
1418	60
1419	26
1420	59
1421	49
1422	17
1423	18
1424	3
1425	24
1426	18
1427	66
1428	17
1429	10
1430	56
1431	37
1432	60
1433	26
1434	60
1435	60
1436	41
1437	47
1438	25
1439	60
1440	15
1441	13
1442	49
1443	10
1444	41
1445	17
1446	55
1447	39
1448	6
1449	41
1450	56
1451	17
1452	7
1453	56
1454	26
1455	39
1456	56
1457	3
1458	60
1459	66
1460	60
1461	56
1462	17
1463	2
1464	49
1465	59
1466	37
1467	56
1468	39
1469	37
1470	45
1471	7
1472	27
1473	37
1474	33
1475	53
1476	6
1477	55
1478	37
1479	3
1480	37
1481	60
1482	56
1483	60
1484	66
1485	60
1486	37
1487	45
1488	56
1489	38
1490	7
1491	17
1492	60
1493	52
1494	37
1495	55
1496	24
1497	37
1498	43
1499	26
1500	37
1501	66
1502	56
1503	26
1504	26
1505	56
1506	60
1507	52
1508	56
1509	2
1510	14
1511	17
1512	17
1513	46
1514	56
1515	41
1516	6
1517	38
1518	46
1519	6
1520	26
1521	56
1522	26
1523	24
1524	52
1525	32
1526	56
1527	38
1528	61
1529	56
1530	37
1531	55
1532	55
1533	18
1534	39
1535	18
1536	66
1537	56
1538	39
1539	60
1540	17
1541	56
1542	56
1543	3
1544	39
1545	55
1546	17
1547	60
1548	41
1549	17
1550	7
1551	18
1552	56
1553	53
1554	37
1555	37
1556	37
1557	47
1558	7
1559	17
1560	6
1561	49
1562	56
1563	26
1564	39
1565	18
1566	37
1567	14
1568	63
1569	56
1570	47
1571	56
1572	66
1573	60
1574	56
1575	51
1576	60
1577	56
1578	39
1579	64
1580	56
1581	3
1582	60
1583	26
1584	17
1585	3
1586	55
1587	66
1588	37
1589	17
1590	60
1591	45
1592	46
1593	37
1594	45
1595	66
1596	6
1597	39
1598	56
1599	2
1600	32
1601	18
1602	45
1603	56
1604	12
1605	26
1606	39
1607	63
1608	5
1609	53
1610	60
1611	60
1612	15
1613	39
1614	3
1615	60
1616	63
1617	56
1618	39
1619	13
1620	39
1621	39
1622	56
1623	56
1624	55
1625	60
1626	6
1627	57
1628	4
1629	66
1630	61
1631	63
1632	26
1633	60
1634	39
1635	6
1636	26
1637	4
1638	3
1639	17
1640	57
1641	56
1642	3
1643	41
1644	45
1645	56
1646	41
1647	39
1648	60
1649	6
1650	26
1651	45
1652	60
1653	62
1654	26
1655	38
1656	60
1657	26
1658	60
1659	15
1660	26
1661	63
1662	3
1663	60
1664	55
1665	56
1666	56
1667	60
1668	3
1669	17
1670	18
1671	17
1672	56
1673	60
1674	28
1675	60
1676	59
1677	37
1678	39
1679	6
1680	39
1681	56
1682	17
1683	53
1684	37
1685	37
1686	52
1687	66
1688	60
1689	12
1690	56
1691	18
1692	55
1693	39
1694	56
1695	3
1696	39
1697	37
1698	26
1699	14
1700	17
1701	7
1702	60
1703	18
1704	37
1705	6
1706	18
1707	66
1708	37
1709	60
1710	42
1711	60
1712	26
1713	37
1714	37
1715	12
1716	18
1717	7
1718	43
1719	57
1720	37
1721	17
1722	66
1723	52
1724	47
1725	17
1726	49
1727	60
1728	66
1729	38
1730	26
1731	66
1732	14
1733	39
1734	60
1735	60
1736	37
1737	28
1738	37
1739	60
1740	53
1741	18
1742	64
1743	39
1744	15
1745	60
1746	52
1747	56
1748	56
1749	56
1750	17
1751	39
1752	46
1753	37
1754	1
1755	17
1756	17
1757	12
1758	26
1759	41
1760	49
1761	66
1762	37
1763	63
1764	55
1765	17
1766	40
1767	59
1768	60
1769	17
1770	37
1771	3
1772	17
1773	39
1774	61
1775	17
1776	63
1777	17
1778	49
1779	52
1780	24
1781	56
1782	37
1783	60
1784	60
1785	60
1786	37
1787	7
1788	66
1789	10
1790	17
1791	66
1792	56
1793	10
1794	3
1795	37
1796	3
1797	52
1798	60
1799	41
1800	26
1801	14
1802	11
1803	17
1804	55
1805	26
1806	56
1807	60
1808	26
1809	17
1810	26
1811	53
1812	63
1813	39
1814	15
1815	60
1816	59
1817	66
1818	6
1819	46
1820	61
1821	56
1822	26
1823	3
1824	18
1825	37
1826	7
1827	55
1828	60
1829	6
1830	6
1831	19
1832	52
1833	17
1834	37
1835	13
1836	3
1837	13
1838	37
1839	12
1840	63
1841	19
1842	39
1843	37
1844	11
1845	39
1846	66
1847	39
1848	18
1849	17
1850	37
1851	52
1852	39
1853	28
1854	26
1855	56
1856	14
1857	14
1858	18
1859	39
1860	56
1861	17
1862	37
1863	39
1864	12
1865	53
1866	56
1867	15
1868	26
1869	3
1870	54
1871	6
1872	26
1873	56
1874	60
1875	17
1876	49
1877	60
1878	20
1879	17
1880	56
1881	56
1882	51
1883	60
1884	7
1885	17
1886	39
1887	56
1888	56
1889	49
1890	56
1891	60
1892	63
1893	3
1894	17
1895	56
1896	39
1897	17
1898	43
1899	37
1900	60
1901	49
1902	56
1903	17
1904	37
1905	60
1906	7
1907	26
1908	46
1909	17
1910	60
1911	56
1912	17
1913	36
1914	15
1915	26
1916	56
1917	52
1918	62
1919	10
1920	52
1921	56
1922	56
1923	14
1924	60
1925	66
1926	2
1927	56
1928	7
1929	59
1930	59
1931	4
1932	37
1933	60
1934	39
1935	17
1936	26
1937	26
1938	37
1939	18
1940	56
1941	39
1942	46
1943	39
1944	60
1945	37
1946	37
1947	56
1948	41
1949	18
1950	62
1951	26
1952	60
1953	53
1954	2
1955	17
1956	17
1957	43
1958	18
1959	57
1960	46
1961	20
1962	14
1963	17
1964	39
1965	26
1966	4
1967	39
1968	38
1969	45
1970	13
1971	18
1972	4
1973	17
1974	24
1975	56
1976	2
1977	56
1978	37
1979	18
1980	39
1981	37
1982	4
1983	17
1984	37
1985	56
1986	37
1987	46
1988	66
1989	9
1990	39
1991	18
1992	60
1993	17
1994	30
1995	60
1996	17
1997	26
1998	47
1999	26
2000	37
2001	18
2002	39
2003	60
2004	17
2005	66
2006	49
2007	39
2008	47
2009	6
2010	66
2011	64
2012	17
2013	39
2014	60
2015	7
2016	28
2017	41
2018	62
2019	41
2020	49
2021	7
2022	57
2023	26
2024	39
2025	37
2026	60
2027	26
2028	39
2029	38
2030	56
2031	60
2032	17
2033	37
2034	66
2035	56
2036	56
2037	60
2038	13
2039	52
2040	26
2041	56
2042	59
2043	60
2044	66
2045	56
2046	60
2047	64
2048	6
2049	6
2050	49
2051	60
2052	43
2053	49
2054	37
2055	17
2056	66
2057	15
2058	60
2059	10
2060	39
2061	56
2062	60
2063	7
2064	60
2065	39
2066	14
2067	56
2068	37
2069	7
2070	37
2071	56
2072	51
2073	3
2074	60
2075	56
2076	56
2077	38
2078	60
2079	8
2080	56
2081	26
2082	60
2083	52
2084	60
2085	63
2086	53
2087	56
2088	60
2089	56
2090	47
2091	60
2092	17
2093	18
2094	66
2095	6
2096	11
2097	60
2098	59
2099	53
2100	1
2101	3
2102	60
2103	37
2104	49
2105	56
2106	37
2107	34
2108	14
2109	26
2110	34
2111	60
2112	18
2113	39
2114	60
2115	56
2116	15
2117	56
2118	21
2119	4
2120	39
2121	60
2122	2
2123	47
2124	63
2125	56
2126	37
2127	49
2128	17
2129	17
2130	56
2131	6
2132	51
2133	23
2134	46
2135	26
2136	61
2137	17
2138	37
2139	60
2140	43
2141	47
2142	60
2143	60
2144	45
2145	63
2146	37
2147	60
2148	45
2149	60
2150	49
2151	6
2152	25
2153	47
2154	7
2155	26
2156	47
2157	56
2158	49
2159	39
2160	60
2161	6
2162	49
2163	17
2164	57
2165	60
2166	6
2167	43
2168	33
2169	3
2170	18
2171	26
2172	60
2173	37
2174	17
2175	37
2176	15
2177	17
2178	17
2179	60
2180	34
2181	62
2182	4
2183	37
2184	49
2185	17
2186	53
2187	56
2188	56
2189	37
2190	26
2191	14
2192	60
2193	37
2194	6
2195	56
2196	39
2197	56
2198	19
2199	11
2200	26
2201	37
2202	18
2203	56
2204	41
2205	26
2206	56
2207	26
2208	32
2209	26
2210	17
2211	55
2212	60
2213	56
2214	17
2215	7
2216	46
2217	26
2218	39
2219	49
2220	49
2221	46
2222	56
2223	53
2224	60
2225	37
2226	66
2227	56
2228	46
2229	56
2230	26
2231	52
2232	60
2233	56
2234	62
2235	60
2236	39
2237	29
2238	56
2239	3
2240	56
2241	37
2242	26
2243	37
2244	60
2245	26
2246	41
2247	26
2248	66
2249	37
2250	56
2251	43
2252	32
2253	37
2254	15
2255	4
2256	26
2257	41
2258	17
2259	37
2260	59
2261	18
2262	3
2263	56
2264	56
2265	26
2266	66
2267	17
2268	3
2269	15
2270	41
2271	37
2272	43
2273	47
2274	56
2275	15
2276	41
2277	66
2278	56
2279	46
2280	17
2281	26
2282	37
2283	7
2284	19
2285	17
2286	37
2287	60
2288	60
2289	60
2290	26
2291	47
2292	60
2293	60
2294	3
2295	17
2296	62
2297	3
2298	53
2299	63
2300	28
2301	60
2302	18
2303	39
2304	3
2305	60
2306	14
2307	66
2308	60
2309	39
2310	56
2311	53
2312	66
2313	37
2314	6
2315	49
2316	3
2317	56
2318	43
2319	60
2320	39
2321	37
2322	60
2323	63
2324	56
2325	37
2326	56
2327	15
2328	60
2329	13
2330	26
2331	24
2332	38
2333	6
2334	39
2335	51
2336	46
2337	17
2338	63
2339	7
2340	56
2341	15
2342	2
2343	17
2344	59
2345	49
2346	60
2347	17
2348	4
2349	6
2350	61
2351	56
2352	66
2353	37
2354	49
2355	17
2356	60
2357	60
2358	60
2359	55
2360	26
2361	60
2362	45
2363	37
2364	18
2365	49
2366	37
2367	7
2368	60
2369	41
2370	37
2371	3
2372	39
2373	37
2374	60
2375	15
2376	56
2377	37
2378	56
2379	66
2380	52
2381	56
2382	43
2383	26
2384	39
2385	17
2386	37
2387	28
2388	39
2389	18
2390	66
2391	41
2392	37
2393	37
2394	17
2395	56
2396	39
2397	39
2398	57
2399	7
2400	21
2401	61
2402	49
2403	56
2404	49
2405	60
2406	6
2407	60
2408	60
2409	24
2410	49
2411	4
2412	56
2413	60
2414	37
2415	41
2416	43
2417	37
2418	62
2419	56
2420	41
2421	60
2422	26
2423	45
2424	28
2425	60
2426	39
2427	60
2428	37
2429	46
2430	47
2431	66
2432	37
2433	39
2434	37
2435	56
2436	14
2437	60
2438	56
2439	56
2440	49
2441	39
2442	13
2443	60
2444	26
2445	17
2446	37
2447	39
2448	3
2449	7
2450	66
2451	55
2452	60
2453	60
2454	37
2455	60
2456	60
2457	56
2458	41
2459	52
2460	66
2461	26
2462	60
2463	49
2464	49
2465	18
2466	59
2467	62
2468	26
2469	3
2470	7
2471	53
2472	6
2473	24
2474	41
2475	62
2476	49
2477	56
2478	37
2479	39
2480	52
2481	62
2482	61
2483	6
2484	46
2485	17
2486	3
2487	37
2488	17
2489	66
2490	55
2491	18
2492	56
2493	10
2494	14
2495	60
2496	12
2497	60
2498	18
2499	56
2500	56
2501	13
2502	15
2503	46
2504	14
2505	39
2506	39
2507	41
2508	6
2509	60
2510	39
2511	60
2512	56
2513	37
2514	39
2515	3
2516	41
2517	15
2518	47
2519	56
2520	52
2521	39
2522	56
2523	18
2524	60
2525	56
2526	56
2527	37
2528	2
2529	60
2530	18
2531	18
2532	14
2533	46
2534	39
2535	52
2536	37
2537	26
2538	3
2539	61
2540	56
2541	15
2542	6
2543	66
2544	17
2545	60
2546	49
2547	39
2548	2
2549	14
2550	36
2551	17
2552	53
2553	56
2554	17
2555	56
2556	60
2557	37
2558	6
2559	26
2560	26
2561	60
2562	56
2563	60
2564	13
2565	60
2566	17
2567	49
2568	56
2569	17
2570	46
2571	60
2572	39
2573	37
2574	47
2575	2
2576	37
2577	37
2578	60
2579	62
2580	56
2581	46
2582	47
2583	49
2584	7
2585	60
2586	26
2587	16
2588	60
2589	60
2590	37
2591	60
2592	17
2593	17
2594	60
2595	39
2596	15
2597	61
2598	56
2599	60
2600	60
2601	60
2602	56
2603	17
2604	57
2605	46
2606	17
2607	14
2608	17
2609	47
2610	17
2611	53
2612	66
2613	41
2614	47
2615	13
2616	13
2617	60
2618	60
2619	17
2620	39
2621	55
2622	55
2623	39
2624	23
2625	39
2626	56
2627	39
2628	26
2629	52
2630	40
2631	39
2632	17
2633	60
2634	60
2635	66
2636	17
2637	17
2638	17
2639	14
2640	47
2641	46
2642	66
2643	60
2644	39
2645	6
2646	37
2647	17
2648	66
2649	39
2650	26
2651	49
2652	18
2653	56
2654	60
2655	39
2656	35
2657	56
2658	18
2659	17
2660	3
2661	47
2662	49
2663	33
2664	12
2665	39
2666	60
2667	37
2668	53
2669	17
2670	7
2671	39
2672	24
2673	26
2674	60
2675	49
2676	37
2677	49
2678	41
2679	41
2680	55
2681	6
2682	60
2683	7
2684	15
2685	46
2686	63
2687	13
2688	55
2689	56
2690	56
2691	26
2692	49
2693	37
2694	45
2695	45
2696	56
2697	60
2698	37
2699	18
2700	66
2701	61
2702	37
2703	3
2704	18
2705	17
2706	60
2707	26
2708	55
2709	28
2710	26
2711	3
2712	56
2713	56
2714	26
2715	60
2716	56
2717	37
2718	43
2719	37
2720	60
2721	60
2722	52
2723	56
2724	52
2725	49
2726	39
2727	39
2728	17
2729	45
2730	56
2731	56
2732	21
2733	15
2734	59
2735	66
2736	39
2737	57
2738	39
2739	39
2740	39
2741	39
2742	26
2743	3
2744	39
2745	41
2746	59
2747	6
2748	13
2749	2
2750	18
2751	38
2752	60
2753	37
2754	64
2755	17
2756	66
2757	64
2758	37
2759	56
2760	60
2761	3
2762	56
2763	6
2764	56
2765	37
2766	18
2767	60
2768	21
2769	45
2770	37
2771	59
2772	66
2773	56
2774	60
2775	59
2776	41
2777	56
2778	3
2779	63
2780	34
2781	6
2782	6
2783	56
2784	26
2785	37
2786	17
2787	60
2788	66
2789	46
2790	60
2791	56
2792	53
2793	59
2794	11
2795	49
2796	17
2797	17
2798	37
2799	39
2800	6
2801	18
2802	60
2803	26
2804	45
2805	45
2806	26
2807	63
2808	60
2809	18
2810	61
2811	55
2812	41
2813	37
2814	60
2815	2
2816	13
2817	26
2818	4
2819	52
2820	18
2821	49
2822	60
2823	47
2824	26
2825	60
2826	18
2827	37
2828	50
2829	17
2830	43
2831	6
2832	46
2833	17
2834	6
2835	3
2836	60
2837	56
2838	66
2839	60
2840	24
2841	47
2842	56
2843	6
2844	46
2845	17
2846	66
2847	66
2848	38
2849	39
2850	3
2851	37
2852	3
2853	61
2854	17
2855	37
2856	49
2857	49
2858	49
2859	49
2860	5
2861	39
2862	56
2863	16
2864	6
2865	60
2866	66
2867	43
2868	3
2869	49
2870	39
2871	3
2872	59
2873	41
2874	60
2875	13
2876	56
2877	3
2878	8
2879	37
2880	56
2881	49
2882	63
2883	37
2884	56
2885	7
2886	56
2887	39
2888	56
2889	60
2890	66
2891	18
2892	66
2893	7
2894	60
2895	17
2896	56
2897	56
2898	37
2899	64
2900	40
2901	14
2902	49
2903	18
2904	60
2905	60
2906	41
2907	39
2908	11
2909	38
2910	56
2911	60
2912	56
2913	56
2914	60
2915	52
2916	60
2917	18
2918	17
2919	26
2920	37
2921	18
2922	37
2923	37
2924	43
2925	39
2926	7
2927	6
2928	41
2929	14
2930	13
2931	56
2932	6
2933	25
2934	37
2935	37
2936	17
2937	61
2938	61
2939	60
2940	60
2941	56
2942	14
2943	60
2944	56
2945	59
2946	17
2947	39
2948	26
2949	43
2950	64
2951	39
2952	37
2953	38
2954	37
2955	60
2956	60
2957	12
2958	10
2959	17
2960	63
2961	56
2962	41
2963	3
2964	38
2965	29
2966	60
2967	65
2968	21
2969	10
2970	47
2971	45
2972	60
2973	60
2974	56
2975	26
2976	21
2977	6
2978	60
2979	37
2980	46
2981	39
2982	49
2983	39
2984	56
2985	3
2986	10
2987	37
2988	60
2989	3
2990	17
2991	18
2992	11
2993	63
2994	26
2995	49
2996	37
2997	60
